"cell_type","MonocyteScore","ResidentScore"
"Macrophage_Kupffer",0.217186742890872,0.988791993128
"Macrophage_Kupffer",-0.610798675101599,-0.340895755614328
"Macrophage_Kupffer",0.426906569458644,-0.170939830385377
"Macrophage_Kupffer",0.036795100376004,-0.242038499088696
"Macrophage_Kupffer",0.674538267086876,-0.305581140252425
"S100A8hi_macrophage",-0.25091655363385,-0.0862078449767028
"Macrophage_Kupffer",-0.573666762294649,0.426639811048034
"Macrophage_Kupffer",0.422340505703491,-0.18388627771598
"Macrophage_Kupffer",-0.346121979488699,2.37159320252828
"Macrophage_Kupffer",-0.608220671864144,0.122916511254994
"S100A8hi_macrophage",-0.363503544428376,-0.195711737680809
"Macrophage_Kupffer",-0.542550928229122,0.0738171413728486
"Macrophage_Kupffer",1.83805927604656,-0.282632060842408
"S100A8hi_macrophage",0.0949882374143705,0.0999446229673697
"S100A8hi_macrophage",0.338228065316538,0.203947371723075
"Macrophage_Kupffer",0.169207967796312,-0.306569875270262
"S100A8hi_macrophage",-0.0463897126651878,-0.218828452112392
"Macrophage_Kupffer",-0.337189377617622,0.331044094732466
"Macrophage_Kupffer",2.31630090576846,-0.371981575770112
"Macrophage_Kupffer",-0.223698598985092,0.21542359815854
"Neutrophil",1.33735012220423,-0.185916620444564
"Macrophage_Kupffer",0.934022211327072,-0.336206554304189
"Macrophage_Kupffer",0.175263121985437,-0.19234485053223
"S100A8hi_macrophage",-0.194119515536917,0.0185217244142259
"S100A8hi_macrophage",-0.398255385331655,-0.218398237373396
"S100A8hi_macrophage",0.270281297146482,0.690581438307326
"Macrophage_Kupffer",1.2846056672867,-0.221208116422582
"Macrophage_Kupffer",-0.511844309511665,-0.331796408924309
"Macrophage_Kupffer",-0.0855519301762784,-0.289336705295985
"Macrophage_Kupffer",-0.633141104175513,2.7373520920642
"Macrophage_Kupffer",-0.0333900764413428,0.115989316541589
"Macrophage_Kupffer",1.28313016738327,-0.160455957388509
"Macrophage_Kupffer",0.574672454635049,-0.291011449846441
"Macrophage_Kupffer",-0.532729677945295,-0.0734467944308592
"Macrophage_Kupffer",1.27562587497928,-0.353032789048057
"Macrophage_Kupffer",-0.252462304647501,-0.172229360968088
"Macrophage_Kupffer",-0.0474553240218336,1.86241018702036
"Macrophage_Kupffer",0.111786510637504,-0.0339136682391316
